img_name,Head_x,Head_y,LShoulder_x,LShoulder_y,RShoulder_x,RShoulder_y,LElbow_x,LElbow_y,RElbow_x,RElbow_y,LWrist_x,LWrist_y,RWrist_x,RWrist_y,LHip_x,LHip_y,RHip_x,RHip_y,LKnee_x,LKnee_y,Rknee_x,Rknee_y,LAnkle_x,LAnkle_y,RAnkle_x,RAnkle_y,Neck_x,Neck_y,Hip_x,Hip_y
000010.jpg,1323.5923036824247,985.9111397564891,1401.12240486843,1096.6170286697272,1377.3873574638826,1056.1327059992798,1365.9660708608894,1230.4376555768704,1349.6592928740486,1173.6583769871822,1292.341383068032,1278.938250494972,1289.6178596771513,1261.955059530425,1394.8870736501585,1307.1527431021252,1388.8427971383808,1269.9651996658433,1196.69396118488,1353.569663023159,1198.915312492985,1315.265439835472,1391.0776304745532,1362.787077642342,1370.0154943499626,1332.0044873482007,1383.2119009003163,1039.1477329879435,1397.9617562209412,1284.6238603041163
000011.jpg,1322.9289158398497,986.2920415782356,1401.101619240308,1097.3811252432795,1376.9654583690474,1055.8467958585488,1366.656859755345,1229.824463579942,1349.35140648444,1174.9405466698572,1294.4774570527486,1280.0786780693923,1288.87070481176,1263.5638993067455,1389.357841976533,1300.3619280122077,1383.331004458815,1269.1929613858265,1195.2907023424548,1354.3096016443349,1198.3300549949672,1316.1813665971788,1388.1320100515459,1363.5578361741962,1387.8084032898068,1340.8933810865374,1384.874386091357,1039.6314458809286,1396.3559089019482,1284.0754293521334
000012.jpg,1323.2478735143454,986.5982959584557,1401.0574208672608,1096.9838573855566,1376.250611536462,1055.6505829627865,1366.215504953561,1230.8028476518684,1350.8370094392055,1174.5693745006895,1294.4628326474713,1280.049176424847,1289.5600899436777,1260.0564312512684,1386.5059840702816,1302.0863000517572,1385.6169454767019,1270.0548261993881,1195.2777229045796,1353.871314594591,1197.1827811549103,1315.6686613299464,1391.650417375235,1361.8319059034402,1386.3967054797565,1339.7905184045958,1384.7249829792577,1039.1766145988747,1396.5350921769152,1283.5613501666735
000013.jpg,1321.9168252798854,986.4098175232072,1401.8459800649296,1096.217399117192,1377.0534496994717,1054.6515244412753,1366.0012137464466,1230.1346299146728,1350.3187822735306,1173.8832065803654,1295.0010115954788,1280.5107120262176,1290.291112521519,1260.5461763877925,1395.0748362173604,1306.4879942988798,1387.173769120369,1269.9816745402748,1195.0506945389448,1354.667804777729,1200.30410850405,1317.3664674072015,1392.381849981545,1362.9324166234803,1383.3079009972148,1340.0147646340063,1383.3390377164699,1038.9402058911774,1396.7723862895593,1283.836898749604
000014.jpg,1322.6870978264017,987.317718185819,1400.782349119941,1096.844432501253,1376.2687184053134,1056.429725297259,1365.9688813612593,1230.8330829263657,1350.3015835603248,1175.8697779794154,1294.2586626336047,1279.3858193935648,1289.182322067796,1261.6677666898972,1386.1402734027467,1295.6196250300109,1385.7038173016629,1270.6288366882868,1194.5548463651285,1352.7429904368912,1199.8531168941793,1317.4177407459053,1390.1102814721191,1365.7282605898013,1385.0002377776434,1340.1968341012653,1383.319921802798,1040.254423783842,1398.7935827412298,1284.1949081331952
000015.jpg,1322.9548567341067,987.246709426298,1400.1048361992814,1097.0035228008567,1378.199541734119,1055.5565166112667,1365.812840876084,1231.518582401649,1350.5501021920518,1173.7432119161808,1293.4976979712576,1280.3051950111076,1291.8227254964706,1261.1950227828097,1400.6053379990312,1305.7708341900257,1387.996010457389,1271.0458163007245,1194.627166771156,1352.684665466692,1199.8964745371293,1315.7323581494295,1394.1548549932095,1355.3638028047726,1373.7022957542415,1332.7733725823723,1384.0989251301946,1039.17532390728,1398.0978338115885,1283.7493894501017
000016.jpg,1322.7226863889914,986.5457592409703,1401.3339419229217,1096.9935401962991,1377.6027380593596,1055.7979779388218,1366.4197637540894,1230.111894212428,1349.689964262494,1175.3267999327754,1295.024391088363,1279.236989899541,1291.7131454964265,1260.2713176208204,1393.927653573873,1306.375584241658,1387.0778302721374,1270.2242127322088,1194.6927121235885,1354.1308421931437,1199.3751899249105,1315.5421407092676,1390.5654319444943,1363.557621309648,1379.1836701151658,1338.8621480870156,1383.1574211370607,1039.99002749046,1397.5972475276933,1284.2087180500007
000017.jpg,1323.4619404842967,987.3700067876626,1401.901569676757,1097.5611343352311,1377.3139660331838,1055.9776388832588,1366.4553913901534,1230.4556148226552,1350.6365648538845,1173.197373261075,1292.4427024344673,1278.9262238922424,1290.6486392102147,1261.054170015901,1394.8903133000567,1306.4222530999584,1383.5534757162447,1270.1757954924324,1196.0700789913178,1352.5172294052682,1198.5872773028682,1316.0504209280448,1379.8426024517375,1366.7366038998405,1381.0555356077296,1339.1654885909727,1383.8321846446477,1039.424783578388,1397.503969701488,1283.987753542033
000018.jpg,1323.1887020438198,986.8059727041685,1400.1172295428178,1096.499404378563,1376.7318168220959,1055.4849049394409,1366.0743995165271,1230.8242969957307,1350.4142788825225,1172.7782791701252,1294.6114897135744,1279.1124220495599,1291.600626993925,1262.5342101144822,1388.4816269141616,1300.3496654742028,1383.2456267635798,1269.1904024819528,1196.6764797460664,1353.7129467632253,1199.4342573972308,1316.1014197609086,1390.673052076648,1363.0820896504597,1380.399189061161,1336.8570998266882,1383.392616150666,1040.2146032994635,1397.8733217273304,1283.2789640761976
000019.jpg,1323.3604199482875,986.9044975152984,1401.2780501738907,1097.3778828479087,1376.8441964137437,1055.453386123271,1365.0357437979408,1230.4282988666337,1350.9752330575413,1173.270847526569,1294.1815549084847,1279.513502268402,1290.8284823365534,1260.7810319998837,1388.0893048388361,1300.137348692094,1385.8637449723128,1269.7606475109988,1196.343558552824,1353.7705695872874,1198.785865828186,1315.7861547636164,1391.4077670852344,1363.2255514629196,1373.1044800408213,1334.5129758021446,1384.1093887558961,1040.430221483149,1397.3236650752715,1283.9178823713899
000020.jpg,1322.9704843131103,986.3187452278579,1400.8186684149239,1096.0590216007483,1376.75425890767,1055.6939131127856,1366.0676732112956,1229.1632865167294,1350.465631749549,1176.1409446620678,1294.3432618953507,1280.7256996698295,1289.9247429237048,1260.7631332599071,1388.045231829356,1300.7970447624032,1388.2541501391531,1270.8334797825917,1195.5418904623116,1352.9888179922586,1198.468668716199,1316.0285280099479,1388.1101671701251,1366.0819324840807,1378.0609280608471,1337.472654350076,1383.7230104734303,1039.2900172477032,1396.9773309413251,1283.01300508019
000021.jpg,1323.0592769720913,986.4582966747671,1400.8059217402952,1096.6430759415896,1379.2200907355275,1055.891049644217,1366.4059798403111,1230.2717878211479,1350.170839328106,1172.4069524932775,1294.8343306944435,1279.7539830349392,1292.1513166164925,1259.6683103740029,1389.7239964405544,1300.8901763564584,1382.3368917841706,1270.3022859346033,1195.2085437433975,1352.7331137979481,1198.8495418203515,1315.3353339752157,1388.3937640897952,1363.5275550852646,1370.3147449324053,1333.1170594590587,1384.005015809957,1039.522399367216,1396.4167451706867,1283.9083874297055
000022.jpg,1323.519525239256,985.0992379079182,1401.1359308326194,1096.934153774273,1378.0950290502751,1056.155926781712,1365.8921941142548,1229.9772704787486,1350.927612077515,1175.8191204648776,1295.309163158783,1281.7372568197422,1289.8424214252498,1262.0153518964285,1387.806978047628,1297.3687169520176,1384.1646335957112,1269.3917486464,1195.1252580531398,1353.6711588754827,1199.3593465507854,1316.65469563872,1391.36026985138,1362.7559808515211,1374.519182725326,1336.5667252216635,1383.0714648460673,1039.6520998105923,1398.541885579537,1282.8605962327063
000023.jpg,1322.8085270574888,986.1213584369722,1401.6297084226167,1096.7206869822364,1377.1273768024703,1055.6991703065028,1366.5170231654863,1229.8109057876316,1350.6051131226188,1174.9527042954192,1293.3622644832237,1279.7216473589447,1290.0851811879609,1260.9890717840428,1386.0443271907313,1300.547978035326,1387.7136651110295,1269.2613088165901,1194.8525408877413,1354.995291695517,1199.1972882931038,1316.6912385091307,1392.2914245714874,1363.1392688775964,1386.3012788701321,1339.3433486613499,1383.915226803792,1039.491909062213,1397.093763990028,1284.6190606463722
000024.jpg,1323.7115736067062,986.2244481086915,1401.6024743650248,1096.9787055570553,1378.0993419368815,1055.995632021035,1365.4717313882616,1230.8194191429716,1351.5943864944306,1173.56363427156,1293.4468605726433,1279.3760105099589,1290.322162753617,1259.971324897105,1388.6318816500093,1299.1278573592992,1387.6822194555812,1270.199045295055,1195.8557474260017,1353.5758217276734,1199.6041436543567,1316.5305402078088,1392.1173947329532,1363.558722630327,1384.0156958305558,1338.7519736416496,1383.3093245573327,1040.0087325464774,1397.476778646589,1282.3111098687727
000025.jpg,1322.4180561355247,985.716466788392,1401.0627535918213,1096.1634312134352,1378.0773441096055,1055.4908385070287,1365.5548834858341,1229.6185276303338,1350.416456342057,1173.9298151736193,1293.8067723772147,1279.6218939077144,1291.3605071087607,1259.3357046180554,1387.4918296033056,1300.2143986647418,1383.1176267767619,1269.0756746797322,1196.640295995641,1354.0890023598827,1200.3224362144567,1316.3898144407387,1391.7715941022323,1362.7027127390872,1383.621360140627,1338.0071090541003,1383.1539905169757,1039.643923534703,1397.697251290562,1284.132491280102
000026.jpg,1321.8809905508137,985.3785814516775,1396.6073785645613,1097.8368322519877,1376.9251300069766,1055.489233534203,1365.982897985691,1230.6959308034982,1350.206623292758,1174.5184023611025,1294.0051665673461,1279.6751927155356,1289.8793360756854,1261.2015973996586,1387.421732887944,1300.3778977192978,1383.8098667655772,1269.9096975520179,1196.3204719506427,1353.524401064135,1197.6636871302862,1315.573795832482,1390.6779357904018,1364.215110961319,1383.869953521415,1338.6498278750432,1383.8483684630303,1039.5956143368724,1395.8506028185095,1284.1075614863223
000027.jpg,1322.7179025188868,986.0768567414881,1401.8949111277718,1096.557311763885,1377.2218995819737,1055.5388186444939,1363.6410395894786,1229.6922850485716,1351.1892346233706,1173.6036664873734,1293.9351311211983,1280.0703028127725,1289.1494941167405,1260.0810308102386,1387.3792652996315,1300.0254301232883,1386.6071313664277,1269.864473592082,1196.637428520365,1354.332990249666,1198.7974078020968,1315.4365028753143,1393.088991344571,1356.6058299693705,1380.8943562324002,1339.7253748380692,1383.4665857135547,1039.9528085450524,1395.6908258431263,1284.9617503970344
000028.jpg,1322.7760378422402,986.0655847337971,1400.5724916884426,1096.5984136619243,1377.7154967757638,1056.0591666572777,1366.1677271870108,1230.8934503640812,1350.2392561885642,1174.5913309201196,1295.132344121374,1280.2932977734215,1286.9960306511266,1258.5992491261043,1387.58309615418,1300.5792805645044,1383.3216324295759,1269.2857683025634,1195.2374363302315,1352.934372654789,1198.3527483608636,1315.0454185514445,1393.95131249669,1366.41627240724,1390.8836646049278,1340.2678177215953,1384.3467928052353,1040.0503519606955,1396.4457859267698,1283.6605000587697
000029.jpg,1322.7585883475958,985.5708013330257,1400.59385273122,1096.846140225543,1377.697054331856,1055.3580405690632,1366.0587757927722,1230.5034882862992,1350.2543843812894,1175.6458863095213,1294.4562832720846,1279.630456319711,1291.1963018845684,1259.7355894709087,1383.3317037342954,1297.3768003679722,1385.872897473593,1270.6184784550362,1195.549697468422,1352.9665948906495,1198.1919887821798,1315.5014912945173,1391.3414653155555,1362.7084414023475,1390.395829512358,1339.5083803573589,1383.6922047348833,1039.2644826522035,1396.8739334931136,1283.375465569136
000030.jpg,1321.7386862332048,985.6077290487611,1397.5817791024485,1097.8570333662853,1377.4917798392082,1055.6717314324153,1366.6938481905459,1230.538885785676,1349.6525331230912,1173.79548347897,1293.6534812924128,1280.244465625293,1291.349095273875,1259.9084022472894,1387.6314692978212,1300.5127455034967,1385.1630083863263,1270.4229337728736,1194.65553012404,1354.192475564438,1198.4897975782594,1315.382691796474,1395.3882992743554,1365.0477704110847,1385.3808954000756,1338.9549078762454,1384.1712980340155,1039.7323819823334,1398.1396227422442,1284.9692359933736
000031.jpg,1322.5425582626851,986.5030160642011,1401.7949037587368,1096.9272984643817,1375.3949049281837,1057.3583063019319,1364.6929675391327,1229.8039116845991,1350.1681370825095,1175.2537999645851,1293.9876684316312,1281.0556506572668,1289.6241691599982,1260.9128617536353,1387.3316202828732,1299.3428671661131,1383.2251936245104,1269.2274924934463,1195.9487199901987,1353.2529105635788,1199.1285290566718,1315.2459584226872,1393.307314676946,1355.748205897566,1385.618527974896,1338.860594421482,1384.399340102151,1040.139156381804,1396.6158868016958,1283.2421824165951
000032.jpg,1322.7319667076304,986.707912913099,1400.3733934492761,1096.1035944698995,1378.393234694436,1055.8648764156178,1365.4089676959475,1230.9505248491084,1351.8696656010297,1174.3151198761022,1295.1963196444115,1281.0430937902383,1289.753768791571,1261.4965817351308,1387.8011396486525,1300.359175441279,1384.4846047003457,1269.7943484835414,1195.5408536373689,1353.4872424743598,1197.496168255828,1315.792339617059,1387.8597479967434,1364.3114659090118,1379.0472667691838,1334.7360389349121,1384.3191468680757,1039.316753028619,1397.299162586272,1283.9715648036824
000033.jpg,1322.7338459662813,986.9797863682807,1402.621457221347,1097.7437622722196,1377.3846147499532,1055.677543923536,1365.727131315617,1230.8466773024463,1350.7997380348588,1176.2286075633392,1293.8822378028185,1280.270649983067,1290.5431743942497,1260.8354310315747,1393.6787748349445,1306.6221936525592,1385.8469407357618,1271.054115671025,1194.9615668275644,1352.619468885011,1199.0533557269205,1317.844281931926,1388.9045642431468,1365.2743458111277,1382.9640097666254,1341.1417090207203,1382.2235576809253,1039.9804243434621,1397.9315981999664,1284.1668405861353
000034.jpg,1322.9065267946125,986.6249430950984,1400.82865493523,1097.0783594634122,1378.1245493907131,1056.1486207007058,1366.0113883115216,1229.9707524929488,1350.344519895081,1176.0779775697301,1293.9388402254874,1280.000316970409,1289.5916849585076,1261.1693524977222,1394.171929810879,1306.4070684281903,1387.2309985121299,1269.975538790864,1196.1165545777485,1353.8296366048044,1200.0918994234341,1315.2182201752937,1389.9913971171975,1364.1537322310014,1380.0942018296373,1339.3655556141848,1383.7395308301748,1039.1624731721997,1398.0727994637673,1283.5656723889924
000035.jpg,1322.0690386506885,987.181491668296,1397.8585394236588,1098.681999863546,1376.6097233740231,1055.948727603588,1365.1207105151955,1230.4995914929195,1349.886543135113,1174.9905268750786,1294.2119443518686,1280.8218923266033,1291.24749661336,1259.6450530232735,1388.298008448208,1300.8231954796167,1384.6174623627194,1269.8832348450237,1196.486722117661,1353.286636830899,1197.5044600986248,1316.1295628787611,1391.0832673006912,1364.5114201869208,1390.7641685062893,1340.103911990566,1384.5287211407458,1039.80425775092,1396.688926985901,1283.9711256713163
000036.jpg,1322.914614690112,987.4203119386799,1399.2203615106534,1097.7663416172425,1377.694087428014,1056.2445752509225,1366.190228035341,1230.2571280004006,1351.0977530848243,1173.8338903001254,1293.8253544962372,1279.977437701331,1290.4960113383358,1260.174650143934,1387.7873195476955,1300.1946691955122,1382.114698612259,1270.0064335452855,1195.6893108122404,1353.7495762677668,1198.9912452028257,1315.1819008531677,1392.591486138746,1362.5752839740842,1378.2557049539896,1338.5733786364133,1383.9459563172095,1040.1574028334799,1397.034231786955,1283.2708949769462
000037.jpg,1322.628662937095,986.8550375351184,1397.3320235139977,1098.6791099652457,1377.2228045020358,1056.418679581326,1365.4975720584334,1231.0466077020649,1349.9545038666254,1176.159086689062,1292.778463660127,1279.6992893941133,1292.0324642915473,1261.5465166959134,1385.9288559952213,1299.9941719698536,1384.918479073348,1270.7123124932605,1195.689590234315,1352.9879792044774,1198.963807983229,1316.1708543084362,1393.9756761945414,1366.6710095908754,1380.9192782243608,1336.9473064032372,1383.1700094822568,1040.0401990441383,1399.1934753998012,1283.297092502036
000038.jpg,1322.3197748660136,986.7100694434985,1397.5678844119905,1097.787104031607,1378.5969108941392,1056.346685493411,1364.8266778564741,1231.4186657930572,1351.0729107278491,1176.2804615747618,1294.390362318528,1280.2064880557193,1291.8316343623048,1259.6907576026435,1385.9730184458228,1299.6487325574578,1385.33803069689,1268.8770019321778,1196.26431035332,1353.3962210148027,1200.796218887046,1316.2632870495527,1388.7097978041863,1364.2750157582266,1380.6453981529955,1337.5452484405992,1383.8145044421008,1039.9986381374679,1396.7116476413437,1284.6767592798403
000039.jpg,1321.9027015603976,987.2691572396516,1401.607068602127,1097.3335574377559,1377.9972882161226,1055.7464386874358,1366.4973280366469,1230.5896684221188,1351.573494643186,1173.4566542194382,1294.343484688958,1280.8327477560715,1291.6689062957532,1260.2719303728368,1389.326760423321,1300.4495559087636,1385.9652576548165,1268.926845734311,1196.289177358158,1353.5890641675273,1199.2734027051386,1315.665016807168,1392.9042557478897,1367.4501378797643,1383.9727649148817,1338.9525378792653,1384.27442587005,1039.5624435245363,1398.2905999493205,1282.6678315816714
000040.jpg,1323.4733736771534,987.1641236711107,1399.8821394381027,1098.2308962445343,1377.5410556080433,1056.0375435398494,1365.6194447708976,1232.4159663274427,1351.5792732221644,1174.5285810650753,1294.3585439227354,1281.827411274172,1290.4083907474226,1261.0689479526184,1387.4622797273296,1301.2772025821348,1383.1532393326263,1270.5821374020115,1194.0484812530624,1353.2025956212335,1197.5200923205666,1314.6946015857418,1389.1034850640917,1367.664751030905,1386.2812475976136,1340.8725861287141,1382.2038800098478,1040.666150193874,1397.1026747373899,1285.772075830765
000041.jpg,1322.4276485439516,986.7709843685585,1397.2826880842674,1099.3893134636876,1377.2481025020193,1056.0150109776896,1364.7991584822876,1232.0846417931514,1350.6901620904378,1175.1488798132466,1295.1468681627196,1279.8607415728068,1290.99979136776,1260.9811340634926,1394.9236611143956,1308.171343519479,1388.0931002621637,1270.4302710206075,1193.9541879960746,1351.758111464231,1198.606794239075,1316.6843042944718,1389.2035775538116,1362.7708213112314,1376.0583648302334,1333.2032198728893,1384.6567326334289,1041.2021059182798,1397.447033130563,1283.2321934131185
000042.jpg,1322.8085948899814,988.1403519811423,1396.6148113307274,1097.7903939719902,1376.8347139676214,1056.12343914793,1365.0796908829107,1231.3011984589489,1352.198148347927,1173.3953364381302,1294.1907440226523,1279.01326905771,1291.8235113882697,1259.5581969851394,1393.9409111954544,1306.5059343975001,1384.6130413933574,1271.0528449295814,1195.129483897092,1353.90238236299,1200.3692908421422,1316.8155306223143,1394.0079030413515,1365.5593595839084,1385.54855996841,1339.9678789002915,1384.9355700452966,1040.9542052358445,1396.489844915228,1284.0617464108575
000043.jpg,1322.8821733588752,987.5048857271258,1398.7155436826329,1098.4568212133458,1377.0134556788873,1055.7809456822104,1364.4233055861905,1230.8816518985223,1352.0269616645044,1174.1243447446927,1293.6347914420182,1279.7363168302816,1290.7632004251427,1260.5874462661154,1393.4670232432363,1307.0316961803474,1386.675869930377,1270.931707101466,1196.707607660985,1353.6519026980839,1199.2152654079796,1316.105314278539,1389.8620176935767,1364.6118746737989,1381.7336284927383,1338.4866870292983,1383.4680941713539,1039.8322965540465,1397.730654060764,1284.1461981828238
000044.jpg,1321.9529675953163,987.4927366944436,1399.4483581027712,1097.6120177851515,1377.0230743216034,1055.9508802017954,1365.9203779129427,1230.5838792748934,1350.7025286349406,1173.8766335290466,1295.687583818622,1278.6935016922341,1291.7227787240085,1260.6931643416626,1394.466453426518,1306.482620100796,1387.743202312747,1271.3237433784363,1194.9084540287206,1353.2696084075512,1199.297026867227,1315.2014780819504,1396.9664433287405,1363.8490410672334,1380.6779923818508,1339.6500128224384,1383.4091832570205,1040.520255629685,1396.8981249564315,1283.503740362507
000045.jpg,1322.922117211312,986.7566818165567,1395.7117576041455,1097.7899548184191,1376.0122665651154,1056.1405010105582,1366.6219768709714,1230.8321086540752,1350.6958953267529,1173.6704096265091,1296.110175938298,1278.9083212326805,1290.6527237606635,1258.7306728357926,1387.6794224942155,1300.623444380479,1385.104369507845,1270.3818472616529,1196.876014866052,1353.2810152118811,1198.9381257413045,1315.520667653067,1391.3009372387037,1361.9340468091564,1381.699449913054,1337.1611493060107,1384.5311301488136,1039.5656895583681,1397.1716247581194,1283.5440775149007
000046.jpg,1322.366549198617,986.6192226651368,1396.7062866378913,1099.10284674194,1376.6265610504813,1056.3533852723606,1365.1472294487244,1231.3754673714886,1351.6814981054201,1173.9044123341575,1294.4596969890385,1279.4721730278563,1288.0954135675368,1260.976937274112,1386.9425071284038,1300.9943223921205,1389.4921240406525,1271.4726823099606,1195.9039186509885,1352.941960970105,1198.5009223156003,1316.0398053495153,1395.0781123088764,1365.9871585221865,1386.1744794384888,1339.679427267778,1384.096907373879,1040.0802203602873,1396.443649866822,1285.067688908657
000047.jpg,1322.440880155656,986.976880100328,1397.4848304389973,1098.6231677659737,1378.1423445910718,1055.6425231476242,1365.608218499263,1230.9005112259583,1349.3287508486183,1174.9712157952783,1294.0603593851579,1280.9412357427893,1290.7168436892123,1260.2721624931646,1395.0754826343482,1306.9141471446123,1386.6204054184816,1270.896162225169,1197.2315848395085,1353.8370478681668,1199.6711867947554,1316.4083685904377,1392.0887468274188,1363.0881690765727,1383.6587309132149,1339.5531239888387,1384.9305986275506,1039.863824418268,1397.020658253589,1284.1319932543292
000048.jpg,1322.3262730216707,987.3800428994666,1399.4494906246061,1098.0319507211786,1377.0037502156,1055.9098936224145,1364.7031144245666,1230.8094758420932,1349.8626836160338,1175.5408224504674,1294.1942907005955,1279.5177157218698,1292.2000653991504,1260.3490114919693,1387.677969692257,1301.0345473737257,1387.4660970121924,1270.075207094899,1196.085612734443,1354.7665867415135,1197.9245037336389,1316.6418196673956,1389.6465181065337,1364.217165229425,1383.043169968234,1337.5848372575342,1384.054804970871,1039.4976152000108,1397.612545403943,1283.731757501938
000049.jpg,1323.0582325581968,987.9393201965414,1398.413186411116,1097.6162620840369,1376.935558441006,1055.5516377884248,1364.2069877746899,1231.313667643356,1349.3447338247788,1174.6733868011136,1293.749583840912,1280.7347582990367,1293.0555612465807,1260.7352142325035,1386.153296823709,1300.6798158466336,1386.6110012075912,1270.0004047426692,1195.8454500054409,1353.561675464595,1198.6839486947715,1316.4859662030262,1388.1913450858867,1366.261189232922,1386.346297173981,1339.2486251101284,1383.7807635156898,1039.5015427250098,1396.7433246137484,1283.348360653211
